date,device,failure,attribute1,attribute2,attribute3,attribute4,attribute5,attribute6,attribute7,attribute9,first_date_device,last_date_device,last_date,target,extended_target,attribute1_lag_1,attribute2_lag_1,attribute3_lag_1,attribute4_lag_1,attribute5_lag_1,attribute6_lag_1,attribute7_lag_1,attribute9_lag_1,attribute1_lag_2,attribute2_lag_2,attribute3_lag_2,attribute4_lag_2,attribute5_lag_2,attribute6_lag_2,attribute7_lag_2,attribute9_lag_2,attribute1_lag_3,attribute2_lag_3,attribute3_lag_3,attribute4_lag_3,attribute5_lag_3,attribute6_lag_3,attribute7_lag_3,attribute9_lag_3,attribute1_lag_5,attribute2_lag_5,attribute3_lag_5,attribute4_lag_5,attribute5_lag_5,attribute6_lag_5,attribute7_lag_5,attribute9_lag_5,attribute1_lag_7,attribute2_lag_7,attribute3_lag_7,attribute4_lag_7,attribute5_lag_7,attribute6_lag_7,attribute7_lag_7,attribute9_lag_7,attribute1_roll_1_mean,attribute1_roll_1_std,attribute2_roll_1_mean,attribute2_roll_1_std,attribute3_roll_1_mean,attribute3_roll_1_std,attribute4_roll_1_mean,attribute4_roll_1_std,attribute5_roll_1_mean,attribute5_roll_1_std,attribute6_roll_1_mean,attribute6_roll_1_std,attribute7_roll_1_mean,attribute7_roll_1_std,attribute9_roll_1_mean,attribute9_roll_1_std,attribute1_roll_2_mean,attribute1_roll_2_std,attribute2_roll_2_mean,attribute2_roll_2_std,attribute3_roll_2_mean,attribute3_roll_2_std,attribute4_roll_2_mean,attribute4_roll_2_std,attribute5_roll_2_mean,attribute5_roll_2_std,attribute6_roll_2_mean,attribute6_roll_2_std,attribute7_roll_2_mean,attribute7_roll_2_std,attribute9_roll_2_mean,attribute9_roll_2_std,attribute1_roll_3_mean,attribute1_roll_3_std,attribute2_roll_3_mean,attribute2_roll_3_std,attribute3_roll_3_mean,attribute3_roll_3_std,attribute4_roll_3_mean,attribute4_roll_3_std,attribute5_roll_3_mean,attribute5_roll_3_std,attribute6_roll_3_mean,attribute6_roll_3_std,attribute7_roll_3_mean,attribute7_roll_3_std,attribute9_roll_3_mean,attribute9_roll_3_std,attribute1_roll_5_mean,attribute1_roll_5_std,attribute2_roll_5_mean,attribute2_roll_5_std,attribute3_roll_5_mean,attribute3_roll_5_std,attribute4_roll_5_mean,attribute4_roll_5_std,attribute5_roll_5_mean,attribute5_roll_5_std,attribute6_roll_5_mean,attribute6_roll_5_std,attribute7_roll_5_mean,attribute7_roll_5_std,attribute9_roll_5_mean,attribute9_roll_5_std,attribute1_roll_7_mean,attribute1_roll_7_std,attribute2_roll_7_mean,attribute2_roll_7_std,attribute3_roll_7_mean,attribute3_roll_7_std,attribute4_roll_7_mean,attribute4_roll_7_std,attribute5_roll_7_mean,attribute5_roll_7_std,attribute6_roll_7_mean,attribute6_roll_7_std,attribute7_roll_7_mean,attribute7_roll_7_std,attribute9_roll_7_mean,attribute9_roll_7_std,attribute1_roll_14_mean,attribute1_roll_14_std,attribute2_roll_14_mean,attribute2_roll_14_std,attribute3_roll_14_mean,attribute3_roll_14_std,attribute4_roll_14_mean,attribute4_roll_14_std,attribute5_roll_14_mean,attribute5_roll_14_std,attribute6_roll_14_mean,attribute6_roll_14_std,attribute7_roll_14_mean,attribute7_roll_14_std,attribute9_roll_14_mean,attribute9_roll_14_std,attribute1_w1_2d_mean,attribute1_w1_2d_std,attribute1_w3_4d_mean,attribute1_w3_4d_std,attribute1_w4_7d_mean,attribute1_w4_7d_std,attribute1_w8_14d_mean,attribute1_w8_14d_std,attribute2_w1_2d_mean,attribute2_w1_2d_std,attribute2_w3_4d_mean,attribute2_w3_4d_std,attribute2_w4_7d_mean,attribute2_w4_7d_std,attribute2_w8_14d_mean,attribute2_w8_14d_std,attribute3_w1_2d_mean,attribute3_w1_2d_std,attribute3_w3_4d_mean,attribute3_w3_4d_std,attribute3_w4_7d_mean,attribute3_w4_7d_std,attribute3_w8_14d_mean,attribute3_w8_14d_std,attribute4_w1_2d_mean,attribute4_w1_2d_std,attribute4_w3_4d_mean,attribute4_w3_4d_std,attribute4_w4_7d_mean,attribute4_w4_7d_std,attribute4_w8_14d_mean,attribute4_w8_14d_std,attribute5_w1_2d_mean,attribute5_w1_2d_std,attribute5_w3_4d_mean,attribute5_w3_4d_std,attribute5_w4_7d_mean,attribute5_w4_7d_std,attribute5_w8_14d_mean,attribute5_w8_14d_std,attribute6_w1_2d_mean,attribute6_w1_2d_std,attribute6_w3_4d_mean,attribute6_w3_4d_std,attribute6_w4_7d_mean,attribute6_w4_7d_std,attribute6_w8_14d_mean,attribute6_w8_14d_std,attribute7_w1_2d_mean,attribute7_w1_2d_std,attribute7_w3_4d_mean,attribute7_w3_4d_std,attribute7_w4_7d_mean,attribute7_w4_7d_std,attribute7_w8_14d_mean,attribute7_w8_14d_std,attribute9_w1_2d_mean,attribute9_w1_2d_std,attribute9_w3_4d_mean,attribute9_w3_4d_std,attribute9_w4_7d_mean,attribute9_w4_7d_std,attribute9_w8_14d_mean,attribute9_w8_14d_std,attribute1_diff_1,attribute2_diff_1,attribute3_diff_1,attribute4_diff_1,attribute5_diff_1,attribute6_diff_1,attribute7_diff_1,attribute9_diff_1,attribute1_diff_7,attribute2_diff_7,attribute3_diff_7,attribute4_diff_7,attribute5_diff_7,attribute6_diff_7,attribute7_diff_7,attribute9_diff_7,days_since_last_failure,is_last_date_device,days_from_last,is_day_0
2015-01-05,S1F01085,0,97393448,56,0,52,6,408114,0,7,2015-01,2015-01,2015-01-06,0.0,0,128073224.0,56.0,0.0,52.0,6.0,407439.0,0.0,7.0,124017368.0,56.0,0.0,52.0,6.0,407438.0,0.0,7.0,1650864.0,56.0,0.0,52.0,6.0,407438.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97393448.0,0.0,56.0,0.0,0.0,0.0,52.0,0.0,6.0,0.0,408114.0,0.0,0.0,0.0,7.0,0.0,112733336.0,21693877.654884294,56.0,0.0,0.0,0.0,52.0,0.0,6.0,0.0,407776.5,477.29707730091957,0.0,0.0,7.0,0.0,116494680.0,16665992.017025359,56.0,0.0,0.0,0.0,52.0,0.0,6.0,0.0,407663.6666666667,390.00042735018485,0.0,0.0,7.0,0.0,113353115.2,76686391.25706403,56.0,0.0,0.0,0.0,52.0,0.0,6.0,0.0,407573.4,302.2048973792385,0.0,0.0,7.0,0.0,113353115.2,76686391.25706403,56.0,0.0,0.0,0.0,52.0,0.0,6.0,0.0,407573.4,302.2048973792385,0.0,0.0,7.0,0.0,113353115.2,76686391.25706403,56.0,0.0,0.0,0.0,52.0,0.0,6.0,0.0,407573.4,302.2048973792385,0.0,0.0,7.0,0.0,126045296.0,2867923.281116146,108640768.0,151306573.27379546,215630672.0,0.0,0.0,0.0,56.0,0.0,56.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,407438.5,0.7071067811865476,407438.0,0.0,407438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,-30679776.0,0.0,0.0,0.0,0.0,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
2015-05-10,S1F013BB,0,85127128,0,0,0,5,689062,0,0,2015-05,2015-05,2015-05-11,0.0,0,243346080.0,0.0,0.0,0.0,5.0,689035.0,0.0,0.0,214383720.0,0.0,0.0,0.0,5.0,688964.0,0.0,0.0,46202296.0,0.0,0.0,0.0,5.0,688952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85127128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,689062.0,0.0,0.0,0.0,0.0,0.0,164236604.0,111877693.87142886,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,689048.5,19.091883092036785,0.0,0.0,0.0,0.0,180952309.33333334,84241044.67162701,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,689020.3333333334,50.61949558554032,0.0,0.0,0.0,0.0,120718638.4,102353873.97368021,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,688993.0,51.78802950489621,0.0,0.0,0.0,0.0,120718638.4,102353873.97368021,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,688993.0,51.78802950489621,0.0,0.0,0.0,0.0,120718638.4,102353873.97368021,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,688993.0,51.78802950489621,0.0,0.0,0.0,0.0,228864900.0,20479481.155166015,30368132.0,22392889.477639817,14533968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,688999.5,50.204581464244875,688952.0,0.0,688952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-158218952.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
2015-01-05,S1F0166B,0,224339296,0,3,0,6,403812,0,0,2015-01,2015-01,2015-01-06,0.0,0,82195688.0,0.0,3.0,0.0,6.0,403175.0,0.0,0.0,77681360.0,0.0,3.0,0.0,6.0,403174.0,0.0,0.0,191946112.0,0.0,3.0,0.0,6.0,403174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224339296.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,403812.0,0.0,0.0,0.0,0.0,0.0,153267492.0,100510709.11912239,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,403493.5,450.4270196158308,0.0,0.0,0.0,0.0,128072114.66666667,83400374.34401333,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,403387.0,368.06113622603516,0.0,0.0,0.0,0.0,127506627.2,74897621.6628382,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,403301.8,285.21079923453436,0.0,0.0,0.0,0.0,127506627.2,74897621.6628382,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,403301.8,285.21079923453436,0.0,0.0,0.0,0.0,127506627.2,74897621.6628382,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,403301.8,285.21079923453436,0.0,0.0,0.0,0.0,79938524.0,3192111.9413003046,126658396.0,92330773.42356291,61370680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,403174.5,0.7071067811865476,403174.0,0.0,403174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142143608.0,0.0,0.0,0.0,0.0,637.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
2015-02-16,S1F01E6Y,0,182876688,0,0,0,12,259486,0,0,2015-01,2015-02,2015-02-17,0.0,0,227370128.0,0.0,0.0,0.0,12.0,259479.0,0.0,0.0,83214688.0,0.0,0.0,0.0,12.0,259468.0,0.0,0.0,79408632.0,0.0,0.0,0.0,12.0,259463.0,0.0,0.0,57781112.0,0.0,0.0,0.0,12.0,259450.0,0.0,0.0,121080488.0,0.0,0.0,0.0,12.0,259438.0,0.0,0.0,182876688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,259486.0,0.0,0.0,0.0,0.0,0.0,205123408.0,31461613.14231678,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,259482.5,4.949747468305833,0.0,0.0,0.0,0.0,164487168.0,73816180.84655423,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,259477.66666666666,9.073771723355328,0.0,0.0,0.0,0.0,151098464.0,66273309.53854628,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,259471.2,10.98635517347801,0.0,0.0,0.0,0.0,128348853.71428572,67082878.32624537,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,259464.14285714287,15.159469832912647,0.0,0.0,0.0,0.0,106092990.85714285,61909887.88141724,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,259429.0,45.375357593763404,0.0,0.0,0.0,0.0,155292408.0,101933289.16893049,131015408.0,72983002.52955034,111663082.0,53941662.70867564,99421668.57142857,75518653.95449507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,259473.5,7.7781745930520225,259461.5,2.1213203435596424,259447.75,9.535023158822424,259383.14285714287,32.39561995504249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44493440.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,61796200.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,1,0,1
2015-01-05,S1F01JE0,0,158246712,0,0,0,6,410888,0,0,2015-01,2015-01,2015-01-06,0.0,0,235473648.0,0.0,0.0,0.0,6.0,410188.0,0.0,0.0,235562856.0,0.0,0.0,0.0,6.0,410186.0,0.0,0.0,109398680.0,0.0,0.0,0.0,6.0,410186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158246712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,410888.0,0.0,0.0,0.0,0.0,0.0,196860180.0,54607690.13585951,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,410538.0,494.9747468305833,0.0,0.0,0.0,0.0,209761072.0,44612766.71732001,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,410420.6666666667,404.72377411430443,0.0,0.0,0.0,0.0,163675184.0,71328639.49354649,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,410326.8,313.7215325730799,0.0,0.0,0.0,0.0,163675184.0,71328639.49354649,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,410326.8,313.7215325730799,0.0,0.0,0.0,0.0,163675184.0,71328639.49354649,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,410326.8,313.7215325730799,0.0,0.0,0.0,0.0,235518252.0,63079.58173608953,94546352.0,21004363.690413665,79694024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,410187.0,1.4142135623730951,410186.0,0.0,410186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77226936.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
2015-01-05,S1F01TD5,0,236835240,0,0,41,6,414045,0,1,2015-01,2015-01,2015-01-06,0.0,0,35794744.0,0.0,0.0,41.0,6.0,413537.0,0.0,1.0,17536624.0,0.0,0.0,41.0,6.0,413535.0,0.0,1.0,116964088.0,0.0,0.0,41.0,6.0,413535.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236835240.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,6.0,0.0,414045.0,0.0,0.0,0.0,1.0,0.0,136314992.0,142157098.01470697,0.0,0.0,0.0,0.0,41.0,0.0,6.0,0.0,413791.0,359.21024484276614,0.0,0.0,1.0,0.0,96722202.66666667,121684375.1660937,0.0,0.0,0.0,0.0,41.0,0.0,6.0,0.0,413705.6666666667,293.8729884377405,0.0,0.0,1.0,0.0,95193636.8,87735088.45520535,0.0,0.0,0.0,0.0,41.0,0.0,6.0,0.0,413637.4,227.85697268241987,0.0,0.0,1.0,0.0,95193636.8,87735088.45520535,0.0,0.0,0.0,0.0,41.0,0.0,6.0,0.0,413637.4,227.85697268241987,0.0,0.0,1.0,0.0,95193636.8,87735088.45520535,0.0,0.0,0.0,0.0,41.0,0.0,6.0,0.0,413637.4,227.85697268241987,0.0,0.0,1.0,0.0,26665684.0,12910440.463717727,92900788.0,34030645.2154525,68837488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,41.0,0.0,41.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,413536.0,1.4142135623730951,413535.0,0.0,413535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,201040496.0,0.0,0.0,0.0,0.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
2015-04-15,S1F01XDJ,0,221300216,0,0,0,8,427985,0,0,2015-01,2015-04,2015-04-16,0.0,0,88665912.0,0.0,0.0,0.0,8.0,426727.0,0.0,0.0,234345904.0,0.0,0.0,0.0,8.0,426706.0,0.0,0.0,6252720.0,0.0,0.0,0.0,8.0,426706.0,0.0,0.0,234340896.0,0.0,0.0,0.0,8.0,426706.0,0.0,0.0,77741184.0,0.0,0.0,0.0,8.0,426669.0,0.0,0.0,221300216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,427985.0,0.0,0.0,0.0,0.0,0.0,154983064.0,93786615.77635802,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,427356.0,889.5403307326768,0.0,0.0,0.0,0.0,181437344.0,80606770.43739125,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,427139.3333333333,732.4440820523122,0.0,0.0,0.0,0.0,126988193.6,97828763.71361503,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,426966.0,569.7108915932293,0.0,0.0,0.0,0.0,148747498.2857143,89920167.84918611,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,426891.71428571426,482.15720612622493,0.0,0.0,0.0,0.0,129300209.71428572,89272933.33434248,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,425762.21428571426,1752.112666668996,0.0,0.0,0.0,0.0,161505908.0,103011310.226402,45314468.0,55241653.79160012,142102230.0,74996744.51685908,114964587.42857143,89996628.58476241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,426716.5,14.849242404917497,426706.0,0.0,426696.75,18.500000001409568,424043.4285714286,1753.0217584813063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132634304.0,0.0,0.0,0.0,0.0,1258.0,0.0,0.0,143559032.0,0.0,0.0,0.0,0.0,1316.0,0.0,0.0,0.0,1,0,1
2015-01-18,S1F023H2,0,41291000,0,0,1,19,513722,16,3,2015-01,2015-01,2015-01-19,1.0,1,20761856.0,0.0,0.0,1.0,19.0,513110.0,16.0,3.0,243825496.0,0.0,0.0,1.0,19.0,511783.0,16.0,3.0,222474632.0,0.0,0.0,1.0,19.0,510519.0,16.0,3.0,177478384.0,0.0,0.0,1.0,19.0,507971.0,16.0,3.0,134464552.0,0.0,0.0,1.0,19.0,505504.0,16.0,3.0,41291000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,513722.0,0.0,16.0,0.0,3.0,0.0,31026428.0,14516296.934355125,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,513416.0,432.7493500861671,16.0,0.0,3.0,0.0,101959450.66666667,123287641.52271192,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,512871.6666666667,991.227689954931,16.0,0.0,3.0,0.0,146419452.8,106536714.99793796,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,511676.8,1835.6227008838273,16.0,0.0,3.0,0.0,152332940.57142857,87775262.86594208,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,510434.14285714284,2624.5530050262983,16.0,0.0,3.0,0.0,122128623.42857143,83801222.32961419,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,506423.71428571426,4850.902761795633,16.0,0.0,3.0,0.0,132293676.0,157729812.4801548,213109456.0,13244358.913211012,168110538.0,29543877.980030987,101965485.71428572,84172454.98636366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,512446.5,938.3306986345485,509884.5,897.3185053257288,507352.25,1617.2912281548724,501278.28571428574,2720.329496849411,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,20529144.0,0.0,0.0,0.0,0.0,612.0,0.0,0.0,-93173552.0,0.0,0.0,0.0,0.0,8218.0,0.0,0.0,0.0,1,0,1
2015-01-05,S1F02DZ2,0,62554384,0,323,9,9,408793,0,164,2015-01,2015-01,2015-01-06,0.0,0,146690488.0,0.0,323.0,9.0,9.0,408042.0,0.0,164.0,221329920.0,0.0,323.0,9.0,9.0,407905.0,0.0,164.0,75736784.0,0.0,323.0,9.0,9.0,407905.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62554384.0,0.0,0.0,0.0,323.0,0.0,9.0,0.0,9.0,0.0,408793.0,0.0,0.0,0.0,164.0,0.0,104622436.0,59493209.68101661,0.0,0.0,323.0,0.0,9.0,0.0,9.0,0.0,408417.5,531.0371926710972,0.0,0.0,164.0,0.0,143524930.66666666,79435088.42410128,0.0,0.0,323.0,0.0,9.0,0.0,9.0,0.0,408246.6666666667,478.07147303862774,0.0,0.0,164.0,0.0,124550334.4,63538396.119780906,0.0,0.0,323.0,0.0,9.0,0.0,9.0,0.0,408110.0,386.38969965567145,0.0,0.0,164.0,0.0,124550334.4,63538396.119780906,0.0,0.0,323.0,0.0,9.0,0.0,9.0,0.0,408110.0,386.38969965567145,0.0,0.0,164.0,0.0,124550334.4,63538396.119780906,0.0,0.0,323.0,0.0,9.0,0.0,9.0,0.0,408110.0,386.38969965567145,0.0,0.0,164.0,0.0,184010204.0,52778048.51111219,96088440.0,28781587.931951772,116440096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,0.0,323.0,0.0,323.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,407973.5,96.87362902255701,407905.0,0.0,407905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,164.0,0.0,164.0,0.0,0.0,0.0,-84136104.0,0.0,0.0,0.0,0.0,751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
2015-01-05,S1F02EVN,0,1600632,0,0,0,7,389532,0,1,2015-01,2015-01,2015-01-06,0.0,0,220410128.0,0.0,0.0,0.0,7.0,388247.0,0.0,1.0,182749064.0,0.0,0.0,0.0,7.0,388146.0,0.0,1.0,207699208.0,0.0,0.0,0.0,7.0,388146.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,389532.0,0.0,0.0,0.0,1.0,0.0,111005380.0,154721678.40961075,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,388889.5,908.6322138247135,0.0,0.0,1.0,0.0,134919941.33333334,116983407.43986213,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,388641.6666666667,772.7032634416131,0.0,0.0,1.0,0.0,144961427.2,90377524.22141454,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,388443.4,610.1153989205584,0.0,0.0,1.0,0.0,144961427.2,90377524.22141454,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,388443.4,610.1153989205584,0.0,0.0,1.0,0.0,144961427.2,90377524.22141454,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,388443.4,610.1153989205584,0.0,0.0,1.0,0.0,201579596.0,26630393.74110056,160023656.0,67423412.23202373,112348104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,388196.5,71.4177848998413,388146.0,0.0,388146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-218809496.0,0.0,0.0,0.0,0.0,1285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1
